Title,IMDb ID,Release Year,Genre,Cast,Synopsis,Rating,Runtime,Certificate,Number of Votes,Gross Revenue
Tombstone,tt0108358,1993,"Biography, Drama, History","Directors:, George P. Cosmatos, , Kevin Jarre, | ,     Stars:, Kurt Russell, , Val Kilmer, , Sam Elliott, , Bill Paxton","A successful lawman's plans to retire anonymously in Tombstone, Arizona are disrupted by the kind of outlaws he was famous for eliminating.",7.8,130 min,R,156161,"56,505,065"
The Old Way,tt8593824,2023,"Action, Drama, Western","Director:, Brett Donowho, | ,     Stars:, Phillip Aguirre, , Ryan Kiera Armstrong, , Clint Howard, , Katelyn Bauer","An old gunslinger and his daughter must face the consequences of his past, when the son of a man he murdered years ago arrives to take his revenge.",5.4,95 min,R,5295,
Django Unchained,tt1853728,2012,"Drama, Western","Director:, Quentin Tarantino, | ,     Stars:, Jamie Foxx, , Christoph Waltz, , Leonardo DiCaprio, , Kerry Washington","With the help of a German bounty-hunter, a freed slave sets out to rescue his wife from a brutal plantation owner in Mississippi.",8.4,165 min,R,1601116,"162,805,434"
Gunsmoke,tt0047736,1955–1975,Western,"Stars:, James Arness, , Milburn Stone, , Amanda Blake, , Ken Curtis",Marshal Matt Dillon keeps the peace in rough-and-tumble Dodge City.,8.1,60 min,TV-PG,7955,
Little House on the Prairie,tt0071007,1974–1983,"Drama, Family, Romance","Stars:, Melissa Gilbert, , Michael Landon, , Karen Grassle, , Rachel Lindsay Greenbush",The life and adventures of the Ingalls family in the nineteenth century American Midwest.,7.5,60 min,TV-PG,24898,
The Magnificent Seven,tt2404435,2016,"Action, Adventure, Drama","Director:, Antoine Fuqua, | ,     Stars:, Denzel Washington, , Chris Pratt, , Ethan Hawke, , Vincent D'Onofrio",Seven gunmen from a variety of backgrounds are brought together by a vengeful young widow to protect her town from the private army of a destructive industrialist.,6.9,132 min,PG-13,219491,"93,432,655"
Deadwood,tt0348914,2004–2006,"Crime, Drama, History","Stars:, Timothy Olyphant, , Ian McShane, , Molly Parker, , Brad Dourif","A show set in the late 1800s, revolving around the characters of Deadwood, South Dakota; a town of deep corruption and crime.",8.6,55 min,TV-MA,111543,
Joe Pickett,tt14271652,2021– ,"Drama, Western","Stars:, Michael Dorman, , Julianna Guill, , Skywalker Hughes, , Kamryn Pliva",Follows a game warden and his family during a changing political and socioeconomic climate in a small rural town.,7.6,50 min,TV-14,3768,
The Ballad of Buster Scruggs,tt6412452,2018,"Comedy, Drama, Musical","Directors:, Ethan Coen, , Joel Coen, | ,     Stars:, Tim Blake Nelson, , Willie Watson, , Clancy Brown, , Danny McCarthy","Six tales of life and violence in the Old West, following a singing gunslinger, a bank robber, a traveling impresario, an elderly prospector, a wagon train, and a perverse pair of bounty hunters.",7.3,133 min,R,156194,
"The Good, the Bad and the Ugly",tt0060196,1966,"Adventure, Western","Director:, Sergio Leone, | ,     Stars:, Clint Eastwood, , Eli Wallach, , Lee Van Cleef, , Aldo Giuffrè",A bounty hunting scam joins two men in an uneasy alliance against a third in a race to find a fortune in gold buried in a remote cemetery.,8.8,178 min,Approved,777894,"6,100,000"
Let Him Go,tt9340860,2020,"Crime, Drama, Thriller","Director:, Thomas Bezucha, | ,     Stars:, Diane Lane, , Kevin Costner, , Kayli Carter, , Ryan Bruce","A retired sheriff and his wife, grieving over the death of their son, set out to find their only grandson.",6.7,113 min,R,31712,
Dances with Wolves,tt0099348,1990,"Adventure, Drama, Western","Director:, Kevin Costner, | ,     Stars:, Kevin Costner, , Mary McDonnell, , Graham Greene, , Rodney A. Grant","Lieutenant John Dunbar, assigned to a remote western Civil War outpost, finds himself engaging with a neighbouring Sioux settlement, causing him to question his own purpose.",8.0,181 min,PG-13,276832,"184,208,848"
The Hateful Eight,tt3460252,2015,"Crime, Drama, Mystery","Director:, Quentin Tarantino, | ,     Stars:, Samuel L. Jackson, , Kurt Russell, , Jennifer Jason Leigh, , Walton Goggins","In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters.",7.8,168 min,R,624146,"54,117,416"
Hell or High Water,tt2582782,II) (2016,"Crime, Drama, Thriller","Director:, David Mackenzie, | ,     Stars:, Chris Pine, , Ben Foster, , Jeff Bridges, , Gil Birmingham","Toby is a divorced father who's trying to make a better life. His brother is an ex-con with a short temper and a loose trigger finger. Together, they plan a series of heists against the bank that's about to foreclose on their family ranch.",7.6,102 min,R,239248,"26,862,450"
Wind River,tt5362988,2017,"Crime, Drama, Mystery","Director:, Taylor Sheridan, | ,     Stars:, Elizabeth Olsen, , Jeremy Renner, , Graham Greene, , Kelsey Asbille","A wildlife officer, who is haunted by a tragedy that happened because of him, teams up with an FBI agent in solving a murder of a young woman on a Wyoming Native American reservation and hopes to get redemption from his past regrets.",7.7,107 min,R,263021,"33,800,859"
Unforgiven,tt0105695,1992,"Drama, Western","Director:, Clint Eastwood, | ,     Stars:, Clint Eastwood, , Gene Hackman, , Morgan Freeman, , Richard Harris","Retired Old West gunslinger William Munny reluctantly takes on one last job, with the help of his old partner Ned Logan and a young man, The ""Schofield Kid.""",8.2,130 min,R,421227,"101,157,447"
Walker,tt11006642,2021– ,"Action, Crime, Drama","Stars:, Jared Padalecki, , Molly Hagan, , Keegan Allen, , Violet Brinson","A widowed father returns to Austin after one year, attempting to reconnect with his children, navigate clashes with his family, and find common ground with his new partner, while growing increasingly suspicious of his wife's death.",6.2,42 min,TV-14,13547,
Silverado,tt0090022,1985,"Action, Crime, Drama","Director:, Lawrence Kasdan, | ,     Stars:, Kevin Kline, , Scott Glenn, , Kevin Costner, , Danny Glover",A misfit bunch of friends comes together to right the injustices which exist in a small town.,7.2,133 min,PG-13,46372,"33,200,000"
Legends of the Fall,tt0110322,1994,"Drama, Romance, War","Director:, Edward Zwick, | ,     Stars:, Brad Pitt, , Anthony Hopkins, , Aidan Quinn, , Julia Ormond","In the early 1900s, three brothers and their father living in the remote wilderness of Montana are affected by betrayal, history, love, nature, and war.",7.5,133 min,R,173404,"66,638,883"
Longmire,tt1836037,2012–2017,"Action, Crime, Drama","Stars:, Robert Taylor, , Katee Sackhoff, , Lou Diamond Phillips, , Cassidy Freeman","Walt Longmire is the dedicated and unflappable sheriff of Absaroka County, Wyoming. Widowed only a year, he is a man in psychic repair but buries his pain behind his brave face, unassuming grin and dry wit.",8.3,60 min,TV-14,37464,
3:10 to Yuma,tt0381849,2007,"Action, Crime, Drama","Director:, James Mangold, | ,     Stars:, Russell Crowe, , Christian Bale, , Ben Foster, , Logan Lerman",A small-time rancher agrees to hold a captured outlaw who's awaiting a train to go to court in Yuma. A battle of wills ensues as the outlaw tries to psych out the rancher.,7.7,122 min,R,320568,"53,606,916"
Rio Bravo,tt0053221,1959,"Drama, Western","Director:, Howard Hawks, | ,     Stars:, John Wayne, , Dean Martin, , Ricky Nelson, , Angie Dickinson","A small-town sheriff in the American West enlists the help of a disabled man, a drunk, and a young gunfighter in his efforts to hold in jail the brother of the local bad guy.",8.0,141 min,Passed,65258,"12,535,000"
The Power of the Dog,tt10293406,2021,"Drama, Western","Director:, Jane Campion, | ,     Stars:, Benedict Cumberbatch, , Kirsten Dunst, , Jesse Plemons, , Kodi Smit-McPhee","Charismatic rancher Phil Burbank inspires fear and awe in those around him. When his brother brings home a new wife and her son, Phil torments them until he finds himself exposed to the possibility of love.",6.8,126 min,R,183002,
Bone Tomahawk,tt2494362,2015,"Drama, Horror, Western","Director:, S. Craig Zahler, | ,     Stars:, Kurt Russell, , Patrick Wilson, , Matthew Fox, , Richard Jenkins","In the dying days of the old west, an elderly sheriff and his posse set out to rescue their town's doctor from cannibalistic cave dwellers.",7.1,132 min,Not Rated,107757,
The Ranch,tt4998212,2016–2020,"Comedy, Drama, Western","Stars:, Ashton Kutcher, , Sam Elliott, , Grady Lee Richmond, , Elisha Cuthbert",The son of a Colorado rancher returns home from a semi-pro football career to run the family business.,7.5,30 min,TV-MA,40915,
The Revenant,tt1663202,I) (2015,"Action, Adventure, Drama","Director:, Alejandro G. Iñárritu, | ,     Stars:, Leonardo DiCaprio, , Tom Hardy, , Will Poulter, , Domhnall Gleeson",A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team.,8.0,156 min,R,828514,"183,637,894"
Blazing Saddles,tt0071230,1974,"Comedy, Western","Director:, Mel Brooks, | ,     Stars:, Cleavon Little, , Gene Wilder, , Slim Pickens, , Harvey Korman","In order to ruin a western town, a corrupt politician appoints a black Sheriff, who promptly becomes his most formidable adversary.",7.7,93 min,R,144873,"119,500,000"
The Searchers,tt0049730,1956,"Adventure, Drama, Western","Director:, John Ford, | ,     Stars:, John Wayne, , Jeffrey Hunter, , Vera Miles, , Ward Bond",An American Civil War veteran embarks on a years-long journey to rescue his niece from the Comanches after the rest of his brother's family is massacred in a raid on their Texas farm.,7.9,119 min,Passed,92744,
Once Upon a Time in the West,tt0064116,1968,Western,"Director:, Sergio Leone, | ,     Stars:, Henry Fonda, , Charles Bronson, , Claudia Cardinale, , Jason Robards",A mysterious stranger with a harmonica joins forces with a notorious desperado to protect a beautiful widow from a ruthless assassin working for the railroad.,8.5,165 min,PG-13,337388,"5,321,508"
True Grit,tt1403865,2010,"Drama, Western","Directors:, Ethan Coen, , Joel Coen, | ,     Stars:, Jeff Bridges, , Matt Damon, , Hailee Steinfeld, , Josh Brolin",A stubborn teenager enlists the help of a tough U.S. Marshal to track down her father's murderer.,7.6,110 min,PG-13,347283,"171,243,005"
Chaos Walking,tt2076822,2021,"Action, Adventure, Fantasy","Director:, Doug Liman, | ,     Stars:, Tom Holland, , Daisy Ridley, , Demián Bichir, , David Oyelowo",Two unlikely companions embark on a perilous adventure through the badlands of an unexplored planet as they try to escape a dangerous and disorienting reality where all thoughts are seen and heard by everyone.,5.7,109 min,PG-13,52728,"13,287,908"
The English,tt11771270,2022,"Drama, Western","Stars:, Emily Blunt, , Chaske Spencer, , Stephen Rea, , Tom Hughes",Follows a woman as she seeks revenge on the man she sees as responsible for the death of her son.,7.9,51 min,TV-MA,24530,
Godless,tt5516154,2017,"Action, Drama, Western","Stars:, Jack O'Connell, , Michelle Dockery, , Scoot McNairy, , Merritt Wever","In the 1880s American West, murderous outlaw gang leader Frank Griffin hunts for ex-protege Roy Goode. Frank's chase leads him to La Belle, New Mexico--a town inhabited, after a mining disaster, almost entirely by women.",8.2,452 min,TV-MA,72390,
The Quick and the Dead,tt0114214,1995,"Action, Romance, Thriller","Director:, Sam Raimi, | ,     Stars:, Sharon Stone, , Gene Hackman, , Russell Crowe, , Leonardo DiCaprio","A female gunfighter returns to a frontier town where a dueling tournament is being held, which she enters in an effort to avenge her father's death.",6.5,108 min,R,98511,"18,636,537"
"Walker, Texas Ranger",tt0106168,1993–2001,"Action, Adventure, Crime","Stars:, Chuck Norris, , Clarence Gilyard Jr., , Sheree J. Wilson, , Noble Willingham",Walker and his partner Trivette are Texas Rangers. They make it their business to battle crime in Dallas and all around the Great State of Texas.,5.6,43 min,TV-PG,17867,
Rango,tt1192628,2011,"Animation, Action, Adventure","Director:, Gore Verbinski, | ,     Stars:, Johnny Depp, , Isla Fisher, , Timothy Olyphant, , Abigail Breslin","Rango is an ordinary chameleon who accidentally winds up in the town of Dirt, a lawless outpost in the Wild West in desperate need of a new sheriff.",7.2,107 min,PG,278567,"123,477,607"
High Plains Drifter,tt0068699,1973,"Drama, Mystery, Western","Director:, Clint Eastwood, | ,     Stars:, Clint Eastwood, , Verna Bloom, , Marianna Hill, , Mitchell Ryan",A gun-fighting stranger comes to the small settlement of Lago and is hired to bring the townsfolk together in an attempt to hold off three outlaws who are on their way.,7.4,105 min,R,61003,"15,700,000"
The Last Stand,tt1549920,2013,"Action, Thriller, Western","Director:, Jee-woon Kim, | ,     Stars:, Arnold Schwarzenegger, , Forest Whitaker, , Johnny Knoxville, , Rodrigo Santoro","The leader of a drug cartel busts out of a courthouse and speeds to the Mexican border, where the only thing in his path is a sheriff and his inexperienced staff.",6.3,107 min,R,142448,"12,050,299"
Bonanza,tt0052451,1959–1973,Western,"Stars:, Lorne Greene, , Michael Landon, , Dan Blocker, , Pernell Roberts",The Wild West adventures of Ben Cartwright and his sons as they run and defend their Nevada ranch while helping the surrounding community.,7.3,49 min,TV-PG,10173,
How to Blow Up a Pipeline,tt21440780,2022,"Crime, Drama, Thriller","Director:, Daniel Goldhaber, | ,     Stars:, Ariela Barer, , Kristine Froseth, , Lukas Gage, , Forrest Goodluck",A crew of environmental activists plot a daring plan to disrupt an oil pipeline.,7.1,104 min,R,3306,
Hell on Wheels,tt1699748,2011–2016,"Drama, Western","Stars:, Anson Mount, , Colm Meaney, , Robin McLeavy, , Phil Burke","The Civil War is past, but former Confederate soldier Cullen Bohannon can't put it behind him. Fresh are the memories of the death of his wife, killed at the hands of the Union soldiers, an act that sets him on a course of revenge.",8.3,42 min,TV-14,53698,
The Magnificent Seven,tt0054047,1960,"Action, Adventure, Drama","Director:, John Sturges, | ,     Stars:, Yul Brynner, , Steve McQueen, , Charles Bronson, , Eli Wallach",Seven gunfighters are hired by Mexican peasants to liberate their village from oppressive bandits.,7.7,128 min,Approved,98360,"4,905,000"
Wagon Train,tt0050073,1957–1965,Western,"Stars:, Frank McGrath, , Terry Wilson, , Robert Horton, , John McIntire","Stories of the journeys of a wagon train as it leaves post-Civil War Missouri on its way to California through the plains, deserts, and Rocky Mountains.",7.5,75 min,TV-PG,3465,
Desperado,tt0112851,1995,"Action, Crime, Thriller","Director:, Robert Rodriguez, | ,     Stars:, Antonio Banderas, , Salma Hayek, , Joaquim de Almeida, , Cheech Marin",Former musician and gunslinger El Mariachi arrives at a small Mexican border town after being away for a long time. His past quickly catches up with him and he soon gets entangled with the local drug kingpin Bucho and his gang.,7.1,104 min,R,191291,"25,625,110"
Killers of the Flower Moon,tt5537002,2023,"Crime, Drama, History","Director:, Martin Scorsese, | ,     Stars:, Leonardo DiCaprio, , Robert De Niro, , Lily Gladstone, , Jesse Plemons","Members of the Osage tribe in the United States are murdered under mysterious circumstances in the 1920s, sparking a major F.B.I. investigation involving J. Edgar Hoover.",9.5,206 min,R,903,
Yellowstone,tt4236770,2018–2023,"Drama, Western","Stars:, Kevin Costner, , Luke Grimes, , Kelly Reilly, , Wes Bentley",A ranching family in Montana faces off against others encroaching on their land.,8.7,60 min,TV-MA,178710,
1923,tt18335752,2022–2023,"Drama, Western","Stars:, Harrison Ford, , Helen Mirren, , Brandon Sklenar, , Julia Schlaepfer","The Duttons face a new set of challenges in the early 20th century, including the rise of Western expansion, Prohibition, and the Great Depression.",8.4,60 min,TV-MA,36095,
Justified,tt1489428,2010–2015,"Action, Crime, Drama","Stars:, Timothy Olyphant, , Nick Searcy, , Joelle Carter, , Jacob Pitts","Enforcing his own brand of justice, US Marshal Raylan, a strong-willed, quiet law-man haunted by his past, returns to his native town to see that justice is served to those in need.",8.6,44 min,TV-MA,105686,
1883,tt13991232,2021–2022,"Drama, Western","Stars:, Sam Elliott, , Tim McGraw, , Faith Hill, , Isabel May","The post-Civil war generation of the Dutton family travels to Texas, and joins a wagon train undertaking the arduous journey west to Oregon, before settling in Montana to establish what would eventually become the Yellowstone Ranch.",8.7,60 min,TV-MA,94206,
Strange Way of Life,tt13055264,2023,"Short, Drama, Western","Director:, Pedro Almodóvar, | ,     Stars:, Pedro Pascal, , Ethan Hawke, , José Condessa, , Manu Ríos","After twenty-five years Silva rides a horse across the desert to visit his friend Sheriff Jake. They celebrate the meeting, but the next morning Jake tells him that reason for his trip is not to go down the memory lane of their friendship.",6.9,31 min,R,425,
Tombstone,tt0108358,1993,"Biography, Drama, History","Directors:, George P. Cosmatos, , Kevin Jarre, | ,     Stars:, Kurt Russell, , Val Kilmer, , Sam Elliott, , Bill Paxton","A successful lawman's plans to retire anonymously in Tombstone, Arizona are disrupted by the kind of outlaws he was famous for eliminating.",7.8,130 min,R,156161,"56,505,065"
The Old Way,tt8593824,2023,"Action, Drama, Western","Director:, Brett Donowho, | ,     Stars:, Phillip Aguirre, , Ryan Kiera Armstrong, , Clint Howard, , Katelyn Bauer","An old gunslinger and his daughter must face the consequences of his past, when the son of a man he murdered years ago arrives to take his revenge.",5.4,95 min,R,5295,
Django Unchained,tt1853728,2012,"Drama, Western","Director:, Quentin Tarantino, | ,     Stars:, Jamie Foxx, , Christoph Waltz, , Leonardo DiCaprio, , Kerry Washington","With the help of a German bounty-hunter, a freed slave sets out to rescue his wife from a brutal plantation owner in Mississippi.",8.4,165 min,R,1601116,"162,805,434"
Gunsmoke,tt0047736,1955–1975,Western,"Stars:, James Arness, , Milburn Stone, , Amanda Blake, , Ken Curtis",Marshal Matt Dillon keeps the peace in rough-and-tumble Dodge City.,8.1,60 min,TV-PG,7955,
Little House on the Prairie,tt0071007,1974–1983,"Drama, Family, Romance","Stars:, Melissa Gilbert, , Michael Landon, , Karen Grassle, , Rachel Lindsay Greenbush",The life and adventures of the Ingalls family in the nineteenth century American Midwest.,7.5,60 min,TV-PG,24898,
The Magnificent Seven,tt2404435,2016,"Action, Adventure, Drama","Director:, Antoine Fuqua, | ,     Stars:, Denzel Washington, , Chris Pratt, , Ethan Hawke, , Vincent D'Onofrio",Seven gunmen from a variety of backgrounds are brought together by a vengeful young widow to protect her town from the private army of a destructive industrialist.,6.9,132 min,PG-13,219491,"93,432,655"
Deadwood,tt0348914,2004–2006,"Crime, Drama, History","Stars:, Timothy Olyphant, , Ian McShane, , Molly Parker, , Brad Dourif","A show set in the late 1800s, revolving around the characters of Deadwood, South Dakota; a town of deep corruption and crime.",8.6,55 min,TV-MA,111543,
Joe Pickett,tt14271652,2021– ,"Drama, Western","Stars:, Michael Dorman, , Julianna Guill, , Skywalker Hughes, , Kamryn Pliva",Follows a game warden and his family during a changing political and socioeconomic climate in a small rural town.,7.6,50 min,TV-14,3768,
The Ballad of Buster Scruggs,tt6412452,2018,"Comedy, Drama, Musical","Directors:, Ethan Coen, , Joel Coen, | ,     Stars:, Tim Blake Nelson, , Willie Watson, , Clancy Brown, , Danny McCarthy","Six tales of life and violence in the Old West, following a singing gunslinger, a bank robber, a traveling impresario, an elderly prospector, a wagon train, and a perverse pair of bounty hunters.",7.3,133 min,R,156194,
"The Good, the Bad and the Ugly",tt0060196,1966,"Adventure, Western","Director:, Sergio Leone, | ,     Stars:, Clint Eastwood, , Eli Wallach, , Lee Van Cleef, , Aldo Giuffrè",A bounty hunting scam joins two men in an uneasy alliance against a third in a race to find a fortune in gold buried in a remote cemetery.,8.8,178 min,Approved,777894,"6,100,000"
Let Him Go,tt9340860,2020,"Crime, Drama, Thriller","Director:, Thomas Bezucha, | ,     Stars:, Diane Lane, , Kevin Costner, , Kayli Carter, , Ryan Bruce","A retired sheriff and his wife, grieving over the death of their son, set out to find their only grandson.",6.7,113 min,R,31712,
Dances with Wolves,tt0099348,1990,"Adventure, Drama, Western","Director:, Kevin Costner, | ,     Stars:, Kevin Costner, , Mary McDonnell, , Graham Greene, , Rodney A. Grant","Lieutenant John Dunbar, assigned to a remote western Civil War outpost, finds himself engaging with a neighbouring Sioux settlement, causing him to question his own purpose.",8.0,181 min,PG-13,276832,"184,208,848"
The Hateful Eight,tt3460252,2015,"Crime, Drama, Mystery","Director:, Quentin Tarantino, | ,     Stars:, Samuel L. Jackson, , Kurt Russell, , Jennifer Jason Leigh, , Walton Goggins","In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters.",7.8,168 min,R,624146,"54,117,416"
Hell or High Water,tt2582782,II) (2016,"Crime, Drama, Thriller","Director:, David Mackenzie, | ,     Stars:, Chris Pine, , Ben Foster, , Jeff Bridges, , Gil Birmingham","Toby is a divorced father who's trying to make a better life. His brother is an ex-con with a short temper and a loose trigger finger. Together, they plan a series of heists against the bank that's about to foreclose on their family ranch.",7.6,102 min,R,239248,"26,862,450"
Wind River,tt5362988,2017,"Crime, Drama, Mystery","Director:, Taylor Sheridan, | ,     Stars:, Elizabeth Olsen, , Jeremy Renner, , Graham Greene, , Kelsey Asbille","A wildlife officer, who is haunted by a tragedy that happened because of him, teams up with an FBI agent in solving a murder of a young woman on a Wyoming Native American reservation and hopes to get redemption from his past regrets.",7.7,107 min,R,263021,"33,800,859"
Unforgiven,tt0105695,1992,"Drama, Western","Director:, Clint Eastwood, | ,     Stars:, Clint Eastwood, , Gene Hackman, , Morgan Freeman, , Richard Harris","Retired Old West gunslinger William Munny reluctantly takes on one last job, with the help of his old partner Ned Logan and a young man, The ""Schofield Kid.""",8.2,130 min,R,421227,"101,157,447"
Walker,tt11006642,2021– ,"Action, Crime, Drama","Stars:, Jared Padalecki, , Molly Hagan, , Keegan Allen, , Violet Brinson","A widowed father returns to Austin after one year, attempting to reconnect with his children, navigate clashes with his family, and find common ground with his new partner, while growing increasingly suspicious of his wife's death.",6.2,42 min,TV-14,13547,
Silverado,tt0090022,1985,"Action, Crime, Drama","Director:, Lawrence Kasdan, | ,     Stars:, Kevin Kline, , Scott Glenn, , Kevin Costner, , Danny Glover",A misfit bunch of friends comes together to right the injustices which exist in a small town.,7.2,133 min,PG-13,46372,"33,200,000"
Legends of the Fall,tt0110322,1994,"Drama, Romance, War","Director:, Edward Zwick, | ,     Stars:, Brad Pitt, , Anthony Hopkins, , Aidan Quinn, , Julia Ormond","In the early 1900s, three brothers and their father living in the remote wilderness of Montana are affected by betrayal, history, love, nature, and war.",7.5,133 min,R,173404,"66,638,883"
Longmire,tt1836037,2012–2017,"Action, Crime, Drama","Stars:, Robert Taylor, , Katee Sackhoff, , Lou Diamond Phillips, , Cassidy Freeman","Walt Longmire is the dedicated and unflappable sheriff of Absaroka County, Wyoming. Widowed only a year, he is a man in psychic repair but buries his pain behind his brave face, unassuming grin and dry wit.",8.3,60 min,TV-14,37464,
3:10 to Yuma,tt0381849,2007,"Action, Crime, Drama","Director:, James Mangold, | ,     Stars:, Russell Crowe, , Christian Bale, , Ben Foster, , Logan Lerman",A small-time rancher agrees to hold a captured outlaw who's awaiting a train to go to court in Yuma. A battle of wills ensues as the outlaw tries to psych out the rancher.,7.7,122 min,R,320568,"53,606,916"
Rio Bravo,tt0053221,1959,"Drama, Western","Director:, Howard Hawks, | ,     Stars:, John Wayne, , Dean Martin, , Ricky Nelson, , Angie Dickinson","A small-town sheriff in the American West enlists the help of a disabled man, a drunk, and a young gunfighter in his efforts to hold in jail the brother of the local bad guy.",8.0,141 min,Passed,65258,"12,535,000"
The Power of the Dog,tt10293406,2021,"Drama, Western","Director:, Jane Campion, | ,     Stars:, Benedict Cumberbatch, , Kirsten Dunst, , Jesse Plemons, , Kodi Smit-McPhee","Charismatic rancher Phil Burbank inspires fear and awe in those around him. When his brother brings home a new wife and her son, Phil torments them until he finds himself exposed to the possibility of love.",6.8,126 min,R,183002,
Bone Tomahawk,tt2494362,2015,"Drama, Horror, Western","Director:, S. Craig Zahler, | ,     Stars:, Kurt Russell, , Patrick Wilson, , Matthew Fox, , Richard Jenkins","In the dying days of the old west, an elderly sheriff and his posse set out to rescue their town's doctor from cannibalistic cave dwellers.",7.1,132 min,Not Rated,107757,
The Ranch,tt4998212,2016–2020,"Comedy, Drama, Western","Stars:, Ashton Kutcher, , Sam Elliott, , Grady Lee Richmond, , Elisha Cuthbert",The son of a Colorado rancher returns home from a semi-pro football career to run the family business.,7.5,30 min,TV-MA,40915,
The Revenant,tt1663202,I) (2015,"Action, Adventure, Drama","Director:, Alejandro G. Iñárritu, | ,     Stars:, Leonardo DiCaprio, , Tom Hardy, , Will Poulter, , Domhnall Gleeson",A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team.,8.0,156 min,R,828514,"183,637,894"
Blazing Saddles,tt0071230,1974,"Comedy, Western","Director:, Mel Brooks, | ,     Stars:, Cleavon Little, , Gene Wilder, , Slim Pickens, , Harvey Korman","In order to ruin a western town, a corrupt politician appoints a black Sheriff, who promptly becomes his most formidable adversary.",7.7,93 min,R,144873,"119,500,000"
The Searchers,tt0049730,1956,"Adventure, Drama, Western","Director:, John Ford, | ,     Stars:, John Wayne, , Jeffrey Hunter, , Vera Miles, , Ward Bond",An American Civil War veteran embarks on a years-long journey to rescue his niece from the Comanches after the rest of his brother's family is massacred in a raid on their Texas farm.,7.9,119 min,Passed,92744,
Once Upon a Time in the West,tt0064116,1968,Western,"Director:, Sergio Leone, | ,     Stars:, Henry Fonda, , Charles Bronson, , Claudia Cardinale, , Jason Robards",A mysterious stranger with a harmonica joins forces with a notorious desperado to protect a beautiful widow from a ruthless assassin working for the railroad.,8.5,165 min,PG-13,337388,"5,321,508"
True Grit,tt1403865,2010,"Drama, Western","Directors:, Ethan Coen, , Joel Coen, | ,     Stars:, Jeff Bridges, , Matt Damon, , Hailee Steinfeld, , Josh Brolin",A stubborn teenager enlists the help of a tough U.S. Marshal to track down her father's murderer.,7.6,110 min,PG-13,347283,"171,243,005"
Chaos Walking,tt2076822,2021,"Action, Adventure, Fantasy","Director:, Doug Liman, | ,     Stars:, Tom Holland, , Daisy Ridley, , Demián Bichir, , David Oyelowo",Two unlikely companions embark on a perilous adventure through the badlands of an unexplored planet as they try to escape a dangerous and disorienting reality where all thoughts are seen and heard by everyone.,5.7,109 min,PG-13,52728,"13,287,908"
The English,tt11771270,2022,"Drama, Western","Stars:, Emily Blunt, , Chaske Spencer, , Stephen Rea, , Tom Hughes",Follows a woman as she seeks revenge on the man she sees as responsible for the death of her son.,7.9,51 min,TV-MA,24530,
Godless,tt5516154,2017,"Action, Drama, Western","Stars:, Jack O'Connell, , Michelle Dockery, , Scoot McNairy, , Merritt Wever","In the 1880s American West, murderous outlaw gang leader Frank Griffin hunts for ex-protege Roy Goode. Frank's chase leads him to La Belle, New Mexico--a town inhabited, after a mining disaster, almost entirely by women.",8.2,452 min,TV-MA,72390,
The Quick and the Dead,tt0114214,1995,"Action, Romance, Thriller","Director:, Sam Raimi, | ,     Stars:, Sharon Stone, , Gene Hackman, , Russell Crowe, , Leonardo DiCaprio","A female gunfighter returns to a frontier town where a dueling tournament is being held, which she enters in an effort to avenge her father's death.",6.5,108 min,R,98511,"18,636,537"
"Walker, Texas Ranger",tt0106168,1993–2001,"Action, Adventure, Crime","Stars:, Chuck Norris, , Clarence Gilyard Jr., , Sheree J. Wilson, , Noble Willingham",Walker and his partner Trivette are Texas Rangers. They make it their business to battle crime in Dallas and all around the Great State of Texas.,5.6,43 min,TV-PG,17867,
Rango,tt1192628,2011,"Animation, Action, Adventure","Director:, Gore Verbinski, | ,     Stars:, Johnny Depp, , Isla Fisher, , Timothy Olyphant, , Abigail Breslin","Rango is an ordinary chameleon who accidentally winds up in the town of Dirt, a lawless outpost in the Wild West in desperate need of a new sheriff.",7.2,107 min,PG,278567,"123,477,607"
High Plains Drifter,tt0068699,1973,"Drama, Mystery, Western","Director:, Clint Eastwood, | ,     Stars:, Clint Eastwood, , Verna Bloom, , Marianna Hill, , Mitchell Ryan",A gun-fighting stranger comes to the small settlement of Lago and is hired to bring the townsfolk together in an attempt to hold off three outlaws who are on their way.,7.4,105 min,R,61003,"15,700,000"
The Last Stand,tt1549920,2013,"Action, Thriller, Western","Director:, Jee-woon Kim, | ,     Stars:, Arnold Schwarzenegger, , Forest Whitaker, , Johnny Knoxville, , Rodrigo Santoro","The leader of a drug cartel busts out of a courthouse and speeds to the Mexican border, where the only thing in his path is a sheriff and his inexperienced staff.",6.3,107 min,R,142448,"12,050,299"
Bonanza,tt0052451,1959–1973,Western,"Stars:, Lorne Greene, , Michael Landon, , Dan Blocker, , Pernell Roberts",The Wild West adventures of Ben Cartwright and his sons as they run and defend their Nevada ranch while helping the surrounding community.,7.3,49 min,TV-PG,10173,
